term_idx,term_name,nnz_items,sum_tfidf,avg_tfidf_when_present
230,tfidf_term_00230,75482,13637.2900390625,0.18066943164015925
801,tfidf_term_00801,73814,10536.9580078125,0.14275012880771262
1430,tfidf_term_01430,73773,34732.8828125,0.4708075151139306
1455,tfidf_term_01455,73724,42421.5390625,0.5754101657872606
1192,tfidf_term_01192,73659,12432.97265625,0.16879095095304036
443,tfidf_term_00443,73626,16531.115234375,0.22452822690863283
1373,tfidf_term_01373,73525,35998.640625,0.4896108891533492
1414,tfidf_term_01414,73333,58495.42578125,0.7976685227830581
833,tfidf_term_00833,73246,11426.7294921875,0.1560048260954523
939,tfidf_term_00939,73225,10416.2099609375,0.14224936785165584
1290,tfidf_term_01290,72398,35542.4609375,0.49093153039448606
415,tfidf_term_00415,72228,11989.9990234375,0.1660020909264759
66,tfidf_term_00066,71932,9953.3505859375,0.13837166471024717
90,tfidf_term_00090,71509,10874.2470703125,0.15206823015721796
416,tfidf_term_00416,71507,11009.626953125,0.15396572297991806
1271,tfidf_term_01271,71243,30774.673828125,0.43196768564104543
70,tfidf_term_00070,70697,10924.0400390625,0.15451914563648386
1469,tfidf_term_01469,70669,55023.70703125,0.7786116547743707
814,tfidf_term_00814,69685,10040.74609375,0.14408762421970295
11,tfidf_term_00011,69580,10272.359375,0.14763379383443517
1101,tfidf_term_01101,69433,10753.1142578125,0.15487036794913803
489,tfidf_term_00489,69272,14295.529296875,0.20636807507903626
429,tfidf_term_00429,69078,9970.9560546875,0.1443434386445395
787,tfidf_term_00787,68955,10486.4228515625,0.15207632298691176
1029,tfidf_term_01029,68919,10392.7509765625,0.15079660146784632
475,tfidf_term_00475,68802,12465.04296875,0.18117268347940466
187,tfidf_term_00187,68800,13138.759765625,0.19097034543059593
1172,tfidf_term_01172,68688,11664.96484375,0.1698253675132483
1142,tfidf_term_01142,68408,12000.05078125,0.17541882208586715
641,tfidf_term_00641,68377,12059.3818359375,0.17636605636306799
168,tfidf_term_00168,67414,11903.638671875,0.17657517239557066
104,tfidf_term_00104,67397,12140.962890625,0.18014099871841477
1470,tfidf_term_01470,66846,31344.111328125,0.46890032803944887
862,tfidf_term_00862,66824,13204.052734375,0.1975944680709775
367,tfidf_term_00367,66652,11263.9892578125,0.16899701821119395
1044,tfidf_term_01044,66620,9201.1318359375,0.1381136570990318
1480,tfidf_term_01480,66551,45631.6328125,0.6856641194347193
857,tfidf_term_00857,66145,11459.7568359375,0.17325204982897421
1254,tfidf_term_01254,66132,26681.98046875,0.40346550034400896
835,tfidf_term_00835,66042,13419.7607421875,0.20320039887022653
1164,tfidf_term_01164,65982,11028.736328125,0.16714765130073353
1394,tfidf_term_01394,65947,39589.61328125,0.600324704402778
1311,tfidf_term_01311,65726,32355.78125,0.4922828294738764
1289,tfidf_term_01289,65662,48614.6875,0.7403778060369772
411,tfidf_term_00411,65561,10053.21484375,0.15334138960281266
404,tfidf_term_00404,65533,10263.1357421875,0.1566101924555186
1257,tfidf_term_01257,65437,30356.10546875,0.46389818403579014
1479,tfidf_term_01479,65434,35159.734375,0.5373312708225082
494,tfidf_term_00494,65387,9927.0986328125,0.1518206773947803
656,tfidf_term_00656,65115,8959.576171875,0.13759619399331952
520,tfidf_term_00520,64730,12266.0712890625,0.18949592598582574
435,tfidf_term_00435,64725,9811.46875,0.15158700270374662
1259,tfidf_term_01259,63626,47173.390625,0.7414168834281583
1006,tfidf_term_01006,63108,9385.283203125,0.1487178044483267
1106,tfidf_term_01106,62985,9028.3779296875,0.14334171516531713
373,tfidf_term_00373,62791,11226.90234375,0.17879795422512781
928,tfidf_term_00928,62702,9387.927734375,0.14972293921047175
544,tfidf_term_00544,62503,10297.396484375,0.16475043572908502
210,tfidf_term_00210,62251,15459.47265625,0.24834095285617902
1128,tfidf_term_01128,62081,9786.400390625,0.15763921957805124
1442,tfidf_term_01442,62021,26105.6953125,0.4209170331420003
229,tfidf_term_00229,61857,9597.248046875,0.15515217431939796
1067,tfidf_term_01067,61262,13598.796875,0.2219776839639581
386,tfidf_term_00386,61259,8988.5048828125,0.14672953986863155
728,tfidf_term_00728,60870,11792.87890625,0.19373876961146705
424,tfidf_term_00424,60853,9999.9169921875,0.1643290715689859
1457,tfidf_term_01457,60752,36720.09765625,0.6044261531513366
1482,tfidf_term_01482,60752,36720.09765625,0.6044261531513366
966,tfidf_term_00966,60095,9866.72265625,0.16418541736001332
1004,tfidf_term_01004,60036,9177.216796875,0.15286189614356385
177,tfidf_term_00177,59919,13316.5166015625,0.2222419700189005
878,tfidf_term_00878,59643,9021.47265625,0.15125786188236676
893,tfidf_term_00893,59530,10008.7021484375,0.1681287107078364
242,tfidf_term_00242,59011,14111.0888671875,0.23912641485803493
662,tfidf_term_00662,58902,8725.3154296875,0.14813275321190283
644,tfidf_term_00644,58794,11550.423828125,0.19645582590272817
573,tfidf_term_00573,58773,8820.9833984375,0.150085641339348
1065,tfidf_term_01065,58679,11252.0712890625,0.19175635728390905
226,tfidf_term_00226,58635,9603.1572265625,0.16377858321075298
702,tfidf_term_00702,58468,10589.51953125,0.1811165001582062
717,tfidf_term_00717,58440,10558.73046875,0.18067642828114305
507,tfidf_term_00507,58432,9506.427734375,0.16269215043768825
1306,tfidf_term_01306,58221,27633.970703125,0.47463923160242866
596,tfidf_term_00596,58193,10189.0947265625,0.17509141523142818
550,tfidf_term_00550,58150,8273.9580078125,0.1422864661704643
357,tfidf_term_00357,58073,8092.12255859375,0.13934397325080072
1276,tfidf_term_01276,58063,24770.365234375,0.4266118739020547
163,tfidf_term_00163,57949,9844.5732421875,0.16988340164951077
780,tfidf_term_00780,57877,8679.2646484375,0.14996051364855642
600,tfidf_term_00600,57302,8299.6533203125,0.14484055216768177
1266,tfidf_term_01266,57257,38234.63671875,0.667772267473846
195,tfidf_term_00195,56767,8019.095703125,0.14126333438661545
1149,tfidf_term_01149,56611,8670.3876953125,0.15315729620237234
1351,tfidf_term_01351,56268,27436.693359375,0.4876074031309981
1176,tfidf_term_01176,56254,9243.7109375,0.16432095384328227
1182,tfidf_term_01182,56206,9681.7822265625,0.17225531485183967
625,tfidf_term_00625,56198,8490.642578125,0.15108442610279726
1205,tfidf_term_01205,56099,34004.83203125,0.6061575434722544
32,tfidf_term_00032,56063,8548.462890625,0.15247958351542015
434,tfidf_term_00434,55933,8291.67578125,0.1482430011129387
838,tfidf_term_00838,55853,8162.3017578125,0.14613900341633396
1086,tfidf_term_01086,55659,8262.900390625,0.14845578236448734
281,tfidf_term_00281,55530,9439.6630859375,0.16999213192756168
303,tfidf_term_00303,55486,10061.4326171875,0.18133281579475002
1181,tfidf_term_01181,55413,8995.83984375,0.16234168595365708
695,tfidf_term_00695,55397,8383.4755859375,0.15133446912174847
83,tfidf_term_00083,55328,8094.9423828125,0.14630824144759436
606,tfidf_term_00606,55287,10240.59375,0.18522607032394595
109,tfidf_term_00109,55281,9262.7607421875,0.16755776382821402
54,tfidf_term_00054,55243,11506.25,0.20828430751407417
1165,tfidf_term_01165,55025,8941.734375,0.1625031235801908
1105,tfidf_term_01105,54877,8182.193359375,0.14910059513776264
1363,tfidf_term_01363,54872,25751.748046875,0.4693058034493913
345,tfidf_term_00345,54654,8683.1455078125,0.1588748400448732
899,tfidf_term_00899,54550,8581.1416015625,0.15730782037694777
1202,tfidf_term_01202,54482,33433.98046875,0.6136702116065856
484,tfidf_term_00484,54431,8912.94140625,0.16374752266631148
1148,tfidf_term_01148,54174,11587.8388671875,0.21390037411281243
1445,tfidf_term_01445,53964,38190.7578125,0.7077080611611445
180,tfidf_term_00180,53837,8642.7265625,0.1605350699797537
525,tfidf_term_00525,53785,8589.3701171875,0.15969824518336898
758,tfidf_term_00758,53488,8737.4150390625,0.16335280883679518
466,tfidf_term_00466,53090,11155.32421875,0.21012100619231494
343,tfidf_term_00343,53085,11832.8056640625,0.22290299828694546
297,tfidf_term_00297,52855,8522.0087890625,0.16123372980914766
12,tfidf_term_00012,52602,8783.37109375,0.1669778923567545
614,tfidf_term_00614,52446,8313.9658203125,0.1585243072934542
30,tfidf_term_00030,52392,8259.248046875,0.1576433052159681
1318,tfidf_term_01318,52313,22991.10546875,0.4394912444086556
1126,tfidf_term_01126,52301,10568.578125,0.20207219986233532
64,tfidf_term_00064,52266,8748.0185546875,0.16737493886441474
900,tfidf_term_00900,51798,9020.6494140625,0.17415053504116954
705,tfidf_term_00705,51785,8970.9521484375,0.17323456886043256
439,tfidf_term_00439,51650,7458.75390625,0.14440956256050339
428,tfidf_term_00428,51529,7595.9755859375,0.14741166306230472
880,tfidf_term_00880,51456,8075.26220703125,0.15693528853838717
251,tfidf_term_00251,51404,8073.6494140625,0.15706266854841064
518,tfidf_term_00518,51299,10270.7724609375,0.20021389229687714
1058,tfidf_term_01058,50696,7515.50927734375,0.14824659297269507
949,tfidf_term_00949,50692,7661.63623046875,0.1511409340816845
86,tfidf_term_00086,50419,7701.51171875,0.15275018780122573
516,tfidf_term_00516,50314,9225.6650390625,0.18336178874791312
1167,tfidf_term_01167,50310,7574.2421875,0.15055142491552376
517,tfidf_term_00517,50268,7694.50537109375,0.1530696540760275
99,tfidf_term_00099,49899,6687.80810546875,0.13402689644018417
1102,tfidf_term_01102,49798,7916.72314453125,0.15897672887528114
788,tfidf_term_00788,49754,8066.6171875,0.16213002346545002
793,tfidf_term_00793,49645,10676.568359375,0.21505828098247556
15,tfidf_term_00015,49600,8076.3369140625,0.1628293732673891
1456,tfidf_term_01456,49161,31605.708984375,0.642902076531702
280,tfidf_term_00280,49103,7915.14501953125,0.16119473391709774
603,tfidf_term_00603,49030,7026.2578125,0.14330527865592493
39,tfidf_term_00039,48969,8851.4287109375,0.18075575794763013
1085,tfidf_term_01085,48819,7480.07763671875,0.15322062387018887
902,tfidf_term_00902,48752,10433.521484375,0.2140121735390343
865,tfidf_term_00865,48679,8679.56640625,0.17830206878222643
567,tfidf_term_00567,48608,7819.74658203125,0.16087365417279564
1401,tfidf_term_01401,48484,25643.849609375,0.5289136541823075
623,tfidf_term_00623,48388,7645.6708984375,0.15800758242616972
389,tfidf_term_00389,48142,8108.43212890625,0.1684274049459152
1137,tfidf_term_01137,47883,9088.0107421875,0.1897961853306497
535,tfidf_term_00535,47869,11238.369140625,0.23477342623879754
437,tfidf_term_00437,47728,8403.6494140625,0.17607378088464842
542,tfidf_term_00542,47703,6966.68212890625,0.14604285116043542
271,tfidf_term_00271,47481,7753.44921875,0.16329582819970093
67,tfidf_term_00067,46853,10585.771484375,0.22593583088329455
1136,tfidf_term_01136,46843,7203.83251953125,0.15378674550159577
764,tfidf_term_00764,46700,6985.2802734375,0.14957773604791222
37,tfidf_term_00037,46452,8277.8486328125,0.17820220082692886
499,tfidf_term_00499,46422,8431.08984375,0.18161841031730644
1158,tfidf_term_01158,46296,7117.82373046875,0.15374597655237493
314,tfidf_term_00314,46275,7656.6796875,0.16546039303079416
375,tfidf_term_00375,46187,8178.39599609375,0.17707138363811786
432,tfidf_term_00432,46149,7670.15283203125,0.16620409612410345
856,tfidf_term_00856,46044,9126.7353515625,0.19821769072110373
420,tfidf_term_00420,45810,9153.8671875,0.19982246643745907
1084,tfidf_term_01084,45800,7617.49853515625,0.16632092871520196
152,tfidf_term_00152,45741,7613.96875,0.16645829234166284
288,tfidf_term_00288,45684,7020.69970703125,0.15367961883878928
576,tfidf_term_00576,45648,7173.39990234375,0.1571459845413545
189,tfidf_term_00189,45620,9434.720703125,0.2068110631987067
320,tfidf_term_00320,45600,8204.0859375,0.17991416529605264
1030,tfidf_term_01030,45584,8111.806640625,0.17795293613164706
1214,tfidf_term_01214,45340,32790.890625,0.7232221134759594
639,tfidf_term_00639,45212,7304.3388671875,0.16155752603705875
71,tfidf_term_00071,45194,6932.037109375,0.15338401357204495
677,tfidf_term_00677,45058,7015.71728515625,0.155704143218879
1326,tfidf_term_01326,44979,29814.998046875,0.6628648490823495
1068,tfidf_term_01068,44527,10972.0888671875,0.24641428497737328
842,tfidf_term_00842,44489,11333.5712890625,0.2547499671618265
1166,tfidf_term_01166,44415,8825.6962890625,0.19870981175419342
326,tfidf_term_00326,44393,7852.6513671875,0.17688940524829366
228,tfidf_term_00228,44072,6691.98779296875,0.15184216266492898
334,tfidf_term_00334,43951,8821.19921875,0.20070531316124776
729,tfidf_term_00729,43873,7337.09814453125,0.16723493138219975
946,tfidf_term_00946,43734,6805.748046875,0.1556168666683816
867,tfidf_term_00867,43719,7519.77880859375,0.17200253456377662
595,tfidf_term_00595,43398,7283.05419921875,0.1678200423802652
1323,tfidf_term_01323,43384,19379.013671875,0.4466857291138438
897,tfidf_term_00897,43258,15558.7763671875,0.35967396475073976
1083,tfidf_term_01083,43200,6959.935546875,0.161109619140625
412,tfidf_term_00412,43096,7057.37353515625,0.1637593636336609
53,tfidf_term_00053,43055,10118.3486328125,0.2350098393406689
103,tfidf_term_00103,42997,8100.88623046875,0.18840584762817755
753,tfidf_term_00753,42838,6953.736328125,0.16232635342744758
964,tfidf_term_00964,42647,6794.076171875,0.1593095920434028
761,tfidf_term_00761,42485,7715.70654296875,0.18161013399949982
605,tfidf_term_00605,42426,7162.50634765625,0.16882351264923043
923,tfidf_term_00923,42355,7492.59033203125,0.17689978354459332
164,tfidf_term_00164,42319,6880.09912109375,0.162577072262902
263,tfidf_term_00263,42169,10218.583984375,0.2423245508400721
459,tfidf_term_00459,42054,9499.802734375,0.22589534252092547
1147,tfidf_term_01147,42031,6564.5576171875,0.15618371243100332
1175,tfidf_term_01175,41675,6676.16162109375,0.16019583973830234
369,tfidf_term_00369,41633,7858.12548828125,0.18874751971467946
590,tfidf_term_00590,41387,6167.3720703125,0.149017132682062
401,tfidf_term_00401,41355,6673.42626953125,0.1613692726280075
1025,tfidf_term_01025,41184,8814.0048828125,0.21401527007606108
947,tfidf_term_00947,41064,6967.43505859375,0.16967258568560661
586,tfidf_term_00586,40983,7513.4462890625,0.18333080274900568
797,tfidf_term_00797,40843,7063.31640625,0.17293823681536616
150,tfidf_term_00150,40808,6756.83642578125,0.16557626999071873
1162,tfidf_term_01162,40796,7245.84521484375,0.1776116583695399
580,tfidf_term_00580,40789,6408.3212890625,0.1571090560950869
1046,tfidf_term_01046,40774,6848.49560546875,0.16796231925905603
1189,tfidf_term_01189,40677,6657.58544921875,0.16366952944461857
438,tfidf_term_00438,40607,9062.953125,0.22318696591720638
626,tfidf_term_00626,40541,6378.3857421875,0.15733173188099703
648,tfidf_term_00648,40501,7969.10302734375,0.1967631176352127
864,tfidf_term_00864,40415,7574.55078125,0.18741929435234442
445,tfidf_term_00445,40393,9158.3603515625,0.2267313730488575
270,tfidf_term_00270,40230,7142.03369140625,0.17753004452911383
514,tfidf_term_00514,39977,6754.68115234375,0.16896418321394177
421,tfidf_term_00421,39766,6622.01171875,0.166524461065986
173,tfidf_term_00173,39632,8986.4755859375,0.22674797098146698
742,tfidf_term_00742,39345,6626.06005859375,0.16840920215005084
61,tfidf_term_00061,39314,6283.69189453125,0.15983344087427506
854,tfidf_term_00854,39178,6451.4072265625,0.1646691313125351
711,tfidf_term_00711,39163,7444.994140625,0.19010275363544674
759,tfidf_term_00759,39157,7705.53662109375,0.1967856735984307
552,tfidf_term_00552,39147,6746.0146484375,0.17232520112492655
1171,tfidf_term_01171,39093,7034.3359375,0.17993850401606426
608,tfidf_term_00608,39091,6578.87451171875,0.16829639844769256
327,tfidf_term_00327,39049,6154.77880859375,0.1576168098694909
1122,tfidf_term_01122,38984,6401.8154296875,0.16421648444714498
396,tfidf_term_00396,38951,5917.07470703125,0.15191072647765783
1296,tfidf_term_01296,38894,30014.15234375,0.7716910665848202
255,tfidf_term_00255,38810,6342.263671875,0.16341828579940737
469,tfidf_term_00469,38719,6517.33740234375,0.1683240115277706
771,tfidf_term_00771,38561,7951.8193359375,0.20621403324440496
72,tfidf_term_00072,38477,7019.22021484375,0.1824263901770863
1429,tfidf_term_01429,38424,25704.251953125,0.6689634591173486
372,tfidf_term_00372,38377,6912.5458984375,0.18012210173899731
1309,tfidf_term_01309,38374,20219.916015625,0.5269170796796008
1027,tfidf_term_01027,38370,8534.5263671875,0.2224270619543263
749,tfidf_term_00749,38320,9902.3212890625,0.25841130712584814
512,tfidf_term_00512,38266,6719.76513671875,0.17560667790515733
1155,tfidf_term_01155,38194,5923.18603515625,0.15508158441525502
1074,tfidf_term_01074,38161,6122.8359375,0.16044747091271194
