user_idx,user_id,movie_id,item_idx,rank,score,strategy
5719813,5719813,68680,68680,3,4.836067694290232,quantum_sparse
5719813,5719813,564608,564608,4,4.8340236458351535,quantum_sparse
5719813,5719813,4277437,4277437,5,4.8293304986957,quantum_sparse
5719813,5719813,1486445,1486445,6,4.832330772487812,quantum_sparse
5719813,5719813,294601,294601,7,4.820640704730691,quantum_sparse
5719813,5719813,3169329,3169329,8,4.814885700819964,quantum_sparse
5719813,5719813,2567930,2567930,9,4.8107529452211075,quantum_sparse
5719813,5719813,902149,902149,10,4.816027753674463,quantum_sparse
5854526,5854526,1693952,1693952,1,4.928929328918457,classical_active
5854526,5854526,1476636,1476636,2,4.8331074714660645,classical_active
5854526,5854526,68680,68680,3,4.820023536682129,classical_active
5854526,5854526,4277437,4277437,4,4.815774917602539,classical_active
5854526,5854526,564608,564608,5,4.817514896392822,classical_active
5854526,5854526,1486445,1486445,6,4.818626403808594,classical_active
5854526,5854526,294601,294601,7,4.805500507354736,classical_active
5854526,5854526,3169329,3169329,8,4.802013397216797,classical_active
5854526,5854526,2567930,2567930,9,4.797584533691406,classical_active
5854526,5854526,902149,902149,10,4.801002025604248,classical_active
868078,868078,1693952,1693952,1,4.944840886174295,quantum_sparse
868078,868078,1476636,1476636,2,4.849749455309224,quantum_sparse
868078,868078,68680,68680,3,4.836067694290232,quantum_sparse
868078,868078,564608,564608,4,4.8340236458351535,quantum_sparse
868078,868078,4277437,4277437,5,4.8293304986957,quantum_sparse
868078,868078,1486445,1486445,6,4.832330772487812,quantum_sparse
868078,868078,294601,294601,7,4.820640704730691,quantum_sparse
868078,868078,3169329,3169329,8,4.814885700819964,quantum_sparse
868078,868078,2567930,2567930,9,4.8107529452211075,quantum_sparse
868078,868078,902149,902149,10,4.816027753674463,quantum_sparse
655590,655590,1693952,1693952,1,4.944840886174295,quantum_sparse
655590,655590,1476636,1476636,2,4.849749455309224,quantum_sparse
655590,655590,68680,68680,3,4.836067694290232,quantum_sparse
655590,655590,564608,564608,4,4.8340236458351535,quantum_sparse
655590,655590,4277437,4277437,5,4.8293304986957,quantum_sparse
655590,655590,1486445,1486445,6,4.832330772487812,quantum_sparse
655590,655590,294601,294601,7,4.820640704730691,quantum_sparse
655590,655590,3169329,3169329,8,4.814885700819964,quantum_sparse
655590,655590,2567930,2567930,9,4.8107529452211075,quantum_sparse
655590,655590,902149,902149,10,4.816027753674463,quantum_sparse
7873879,7873879,1693952,1693952,1,4.944840886174295,quantum_sparse
7873879,7873879,1476636,1476636,2,4.849749455309224,quantum_sparse
7873879,7873879,68680,68680,3,4.836067694290232,quantum_sparse
7873879,7873879,564608,564608,4,4.8340236458351535,quantum_sparse
7873879,7873879,4277437,4277437,5,4.8293304986957,quantum_sparse
7873879,7873879,1486445,1486445,6,4.832330772487812,quantum_sparse
7873879,7873879,294601,294601,7,4.820640704730691,quantum_sparse
7873879,7873879,3169329,3169329,8,4.814885700819964,quantum_sparse
7873879,7873879,2567930,2567930,9,4.8107529452211075,quantum_sparse
7873879,7873879,902149,902149,10,4.816027753674463,quantum_sparse
2853657,2853657,1693952,1693952,1,4.944840886174295,quantum_sparse
2853657,2853657,1476636,1476636,2,4.849749455309224,quantum_sparse
2853657,2853657,68680,68680,3,4.836067694290232,quantum_sparse
2853657,2853657,564608,564608,4,4.8340236458351535,quantum_sparse
2853657,2853657,4277437,4277437,5,4.8293304986957,quantum_sparse
2853657,2853657,1486445,1486445,6,4.832330772487812,quantum_sparse
2853657,2853657,294601,294601,7,4.820640704730691,quantum_sparse
2853657,2853657,3169329,3169329,8,4.814885700819964,quantum_sparse
2853657,2853657,2567930,2567930,9,4.8107529452211075,quantum_sparse
2853657,2853657,902149,902149,10,4.816027753674463,quantum_sparse
4849548,4849548,1693952,1693952,1,4.944840886174295,quantum_sparse
4849548,4849548,1476636,1476636,2,4.849749455309224,quantum_sparse
4849548,4849548,68680,68680,3,4.836067694290232,quantum_sparse
4849548,4849548,564608,564608,4,4.8340236458351535,quantum_sparse
4849548,4849548,4277437,4277437,5,4.8293304986957,quantum_sparse
4849548,4849548,1486445,1486445,6,4.832330772487812,quantum_sparse
4849548,4849548,294601,294601,7,4.820640704730691,quantum_sparse
4849548,4849548,3169329,3169329,8,4.814885700819964,quantum_sparse
4849548,4849548,2567930,2567930,9,4.8107529452211075,quantum_sparse
4849548,4849548,902149,902149,10,4.816027753674463,quantum_sparse
1804022,1804022,1693952,1693952,1,4.944840886174295,quantum_sparse
1804022,1804022,1476636,1476636,2,4.849749455309224,quantum_sparse
1804022,1804022,68680,68680,3,4.836067694290232,quantum_sparse
1804022,1804022,564608,564608,4,4.8340236458351535,quantum_sparse
1804022,1804022,4277437,4277437,5,4.8293304986957,quantum_sparse
1804022,1804022,1486445,1486445,6,4.832330772487812,quantum_sparse
1804022,1804022,294601,294601,7,4.820640704730691,quantum_sparse
1804022,1804022,3169329,3169329,8,4.814885700819964,quantum_sparse
1804022,1804022,2567930,2567930,9,4.8107529452211075,quantum_sparse
1804022,1804022,902149,902149,10,4.816027753674463,quantum_sparse
4524488,4524488,1693952,1693952,1,4.944840886174295,quantum_sparse
4524488,4524488,1476636,1476636,2,4.849749455309224,quantum_sparse
4524488,4524488,68680,68680,3,4.836067694290232,quantum_sparse
4524488,4524488,564608,564608,4,4.8340236458351535,quantum_sparse
4524488,4524488,4277437,4277437,5,4.8293304986957,quantum_sparse
4524488,4524488,1486445,1486445,6,4.832330772487812,quantum_sparse
4524488,4524488,294601,294601,7,4.820640704730691,quantum_sparse
4524488,4524488,3169329,3169329,8,4.814885700819964,quantum_sparse
4524488,4524488,2567930,2567930,9,4.8107529452211075,quantum_sparse
4524488,4524488,902149,902149,10,4.816027753674463,quantum_sparse
6472291,6472291,1693952,1693952,1,4.944840886174295,quantum_sparse
6472291,6472291,1476636,1476636,2,4.849749455309224,quantum_sparse
6472291,6472291,68680,68680,3,4.836067694290232,quantum_sparse
6472291,6472291,564608,564608,4,4.8340236458351535,quantum_sparse
6472291,6472291,4277437,4277437,5,4.8293304986957,quantum_sparse
6472291,6472291,1486445,1486445,6,4.832330772487812,quantum_sparse
6472291,6472291,294601,294601,7,4.820640704730691,quantum_sparse
6472291,6472291,3169329,3169329,8,4.814885700819964,quantum_sparse
6472291,6472291,2567930,2567930,9,4.8107529452211075,quantum_sparse
6472291,6472291,902149,902149,10,4.816027753674463,quantum_sparse
6627613,6627613,1693952,1693952,1,4.944840886174295,quantum_sparse
6627613,6627613,921141,921141,2,4.886589943694114,quantum_sparse
6627613,6627613,1476636,1476636,3,4.849749455309224,quantum_sparse
6627613,6627613,68680,68680,4,4.836067694290232,quantum_sparse
6627613,6627613,4277437,4277437,5,4.8293304986957,quantum_sparse
6627613,6627613,294601,294601,6,4.820640704730691,quantum_sparse
6627613,6627613,1486445,1486445,7,4.832330772487812,quantum_sparse
6627613,6627613,3169329,3169329,8,4.814885700819964,quantum_sparse
6627613,6627613,2567930,2567930,9,4.8107529452211075,quantum_sparse
6627613,6627613,902149,902149,10,4.816027753674463,quantum_sparse
5197804,5197804,1693952,1693952,1,4.944840886174295,quantum_sparse
5197804,5197804,1476636,1476636,2,4.849749455309224,quantum_sparse
5197804,5197804,68680,68680,3,4.836067694290232,quantum_sparse
5197804,5197804,564608,564608,4,4.8340236458351535,quantum_sparse
5197804,5197804,4277437,4277437,5,4.8293304986957,quantum_sparse
5197804,5197804,1486445,1486445,6,4.832330772487812,quantum_sparse
5197804,5197804,294601,294601,7,4.820640704730691,quantum_sparse
5197804,5197804,3169329,3169329,8,4.814885700819964,quantum_sparse
5197804,5197804,2567930,2567930,9,4.8107529452211075,quantum_sparse
5197804,5197804,902149,902149,10,4.816027753674463,quantum_sparse
8091573,8091573,1693952,1693952,1,4.944840886174295,quantum_sparse
8091573,8091573,1476636,1476636,2,4.849749455309224,quantum_sparse
8091573,8091573,68680,68680,3,4.836067694290232,quantum_sparse
8091573,8091573,564608,564608,4,4.8340236458351535,quantum_sparse
8091573,8091573,4277437,4277437,5,4.8293304986957,quantum_sparse
8091573,8091573,1486445,1486445,6,4.832330772487812,quantum_sparse
8091573,8091573,294601,294601,7,4.820640704730691,quantum_sparse
8091573,8091573,3169329,3169329,8,4.814885700819964,quantum_sparse
8091573,8091573,2567930,2567930,9,4.8107529452211075,quantum_sparse
8091573,8091573,902149,902149,10,4.816027753674463,quantum_sparse
2005803,2005803,1693952,1693952,1,4.944840886174295,quantum_sparse
2005803,2005803,1476636,1476636,2,4.849749455309224,quantum_sparse
2005803,2005803,68680,68680,3,4.836067694290232,quantum_sparse
2005803,2005803,564608,564608,4,4.8340236458351535,quantum_sparse
2005803,2005803,4277437,4277437,5,4.8293304986957,quantum_sparse
2005803,2005803,1486445,1486445,6,4.832330772487812,quantum_sparse
2005803,2005803,294601,294601,7,4.820640704730691,quantum_sparse
2005803,2005803,3169329,3169329,8,4.814885700819964,quantum_sparse
2005803,2005803,2567930,2567930,9,4.8107529452211075,quantum_sparse
2005803,2005803,902149,902149,10,4.816027753674463,quantum_sparse
5124093,5124093,1693952,1693952,1,4.944840886174295,quantum_sparse
5124093,5124093,1476636,1476636,2,4.849749455309224,quantum_sparse
5124093,5124093,68680,68680,3,4.836067694290232,quantum_sparse
5124093,5124093,564608,564608,4,4.8340236458351535,quantum_sparse
5124093,5124093,4277437,4277437,5,4.8293304986957,quantum_sparse
5124093,5124093,1486445,1486445,6,4.832330772487812,quantum_sparse
5124093,5124093,294601,294601,7,4.820640704730691,quantum_sparse
5124093,5124093,3169329,3169329,8,4.814885700819964,quantum_sparse
5124093,5124093,2567930,2567930,9,4.8107529452211075,quantum_sparse
5124093,5124093,902149,902149,10,4.816027753674463,quantum_sparse
5072756,5072756,1693952,1693952,1,4.944840886174295,quantum_sparse
5072756,5072756,1476636,1476636,2,4.849749455309224,quantum_sparse
5072756,5072756,68680,68680,3,4.836067694290232,quantum_sparse
5072756,5072756,564608,564608,4,4.8340236458351535,quantum_sparse
5072756,5072756,4277437,4277437,5,4.8293304986957,quantum_sparse
5072756,5072756,1486445,1486445,6,4.832330772487812,quantum_sparse
5072756,5072756,294601,294601,7,4.820640704730691,quantum_sparse
5072756,5072756,3169329,3169329,8,4.814885700819964,quantum_sparse
5072756,5072756,2567930,2567930,9,4.8107529452211075,quantum_sparse
5072756,5072756,902149,902149,10,4.816027753674463,quantum_sparse
8016657,8016657,1693952,1693952,1,4.944840886174295,quantum_sparse
8016657,8016657,1476636,1476636,2,4.849749455309224,quantum_sparse
8016657,8016657,68680,68680,3,4.836067694290232,quantum_sparse
8016657,8016657,564608,564608,4,4.8340236458351535,quantum_sparse
8016657,8016657,4277437,4277437,5,4.8293304986957,quantum_sparse
8016657,8016657,1486445,1486445,6,4.832330772487812,quantum_sparse
8016657,8016657,294601,294601,7,4.820640704730691,quantum_sparse
8016657,8016657,3169329,3169329,8,4.814885700819964,quantum_sparse
8016657,8016657,2567930,2567930,9,4.8107529452211075,quantum_sparse
8016657,8016657,902149,902149,10,4.816027753674463,quantum_sparse
697625,697625,1693952,1693952,1,4.944840886174295,quantum_sparse
697625,697625,1476636,1476636,2,4.849749455309224,quantum_sparse
697625,697625,68680,68680,3,4.836067694290232,quantum_sparse
697625,697625,564608,564608,4,4.8340236458351535,quantum_sparse
697625,697625,4277437,4277437,5,4.8293304986957,quantum_sparse
697625,697625,1486445,1486445,6,4.832330772487812,quantum_sparse
697625,697625,294601,294601,7,4.820640704730691,quantum_sparse
697625,697625,3169329,3169329,8,4.814885700819964,quantum_sparse
697625,697625,2567930,2567930,9,4.8107529452211075,quantum_sparse
697625,697625,902149,902149,10,4.816027753674463,quantum_sparse
9354482,9354482,1693952,1693952,1,4.944840886174295,quantum_sparse
9354482,9354482,1476636,1476636,2,4.849749455309224,quantum_sparse
9354482,9354482,68680,68680,3,4.836067694290232,quantum_sparse
9354482,9354482,564608,564608,4,4.8340236458351535,quantum_sparse
9354482,9354482,4277437,4277437,5,4.8293304986957,quantum_sparse
9354482,9354482,1486445,1486445,6,4.832330772487812,quantum_sparse
9354482,9354482,294601,294601,7,4.820640704730691,quantum_sparse
9354482,9354482,3169329,3169329,8,4.814885700819964,quantum_sparse
9354482,9354482,2567930,2567930,9,4.8107529452211075,quantum_sparse
9354482,9354482,902149,902149,10,4.816027753674463,quantum_sparse
3130349,3130349,1693952,1693952,1,4.944840886174295,quantum_sparse
3130349,3130349,1476636,1476636,2,4.849749455309224,quantum_sparse
3130349,3130349,68680,68680,3,4.836067694290232,quantum_sparse
3130349,3130349,564608,564608,4,4.8340236458351535,quantum_sparse
3130349,3130349,4277437,4277437,5,4.8293304986957,quantum_sparse
3130349,3130349,1486445,1486445,6,4.832330772487812,quantum_sparse
3130349,3130349,294601,294601,7,4.820640704730691,quantum_sparse
3130349,3130349,3169329,3169329,8,4.814885700819964,quantum_sparse
3130349,3130349,2567930,2567930,9,4.8107529452211075,quantum_sparse
3130349,3130349,902149,902149,10,4.816027753674463,quantum_sparse
8190832,8190832,1693952,1693952,1,4.944840886174295,quantum_sparse
8190832,8190832,1476636,1476636,2,4.849749455309224,quantum_sparse
8190832,8190832,68680,68680,3,4.836067694290232,quantum_sparse
8190832,8190832,564608,564608,4,4.8340236458351535,quantum_sparse
8190832,8190832,4277437,4277437,5,4.8293304986957,quantum_sparse
8190832,8190832,1486445,1486445,6,4.832330772487812,quantum_sparse
8190832,8190832,294601,294601,7,4.820640704730691,quantum_sparse
8190832,8190832,3169329,3169329,8,4.814885700819964,quantum_sparse
8190832,8190832,2567930,2567930,9,4.8107529452211075,quantum_sparse
8190832,8190832,902149,902149,10,4.816027753674463,quantum_sparse
9656163,9656163,1693952,1693952,1,4.928929328918457,classical_active
9656163,9656163,1476636,1476636,2,4.8331074714660645,classical_active
9656163,9656163,68680,68680,3,4.820023536682129,classical_active
9656163,9656163,4277437,4277437,4,4.815774917602539,classical_active
9656163,9656163,564608,564608,5,4.817514896392822,classical_active
9656163,9656163,1486445,1486445,6,4.818626403808594,classical_active
9656163,9656163,294601,294601,7,4.805500507354736,classical_active
9656163,9656163,3169329,3169329,8,4.802013397216797,classical_active
9656163,9656163,2567930,2567930,9,4.797584533691406,classical_active
9656163,9656163,902149,902149,10,4.801002025604248,classical_active
5915211,5915211,1693952,1693952,1,4.928929328918457,classical_active
5915211,5915211,1476636,1476636,2,4.8331074714660645,classical_active
5915211,5915211,68680,68680,3,4.820023536682129,classical_active
5915211,5915211,4277437,4277437,4,4.815774917602539,classical_active
5915211,5915211,564608,564608,5,4.817514896392822,classical_active
5915211,5915211,1486445,1486445,6,4.818626403808594,classical_active
5915211,5915211,294601,294601,7,4.805500507354736,classical_active
5915211,5915211,3169329,3169329,8,4.802013397216797,classical_active
5915211,5915211,2567930,2567930,9,4.797584533691406,classical_active
5915211,5915211,902149,902149,10,4.801002025604248,classical_active
5102186,5102186,1693952,1693952,1,4.944840886174295,quantum_sparse
5102186,5102186,1476636,1476636,2,4.849749455309224,quantum_sparse
5102186,5102186,68680,68680,3,4.836067694290232,quantum_sparse
5102186,5102186,564608,564608,4,4.8340236458351535,quantum_sparse
5102186,5102186,4277437,4277437,5,4.8293304986957,quantum_sparse
5102186,5102186,1486445,1486445,6,4.832330772487812,quantum_sparse
5102186,5102186,294601,294601,7,4.820640704730691,quantum_sparse
5102186,5102186,3169329,3169329,8,4.814885700819964,quantum_sparse
5102186,5102186,2567930,2567930,9,4.8107529452211075,quantum_sparse
5102186,5102186,902149,902149,10,4.816027753674463,quantum_sparse
1317923,1317923,1693952,1693952,1,4.928929328918457,classical_active
1317923,1317923,1476636,1476636,2,4.8331074714660645,classical_active
1317923,1317923,68680,68680,3,4.820023536682129,classical_active
1317923,1317923,4277437,4277437,4,4.815774917602539,classical_active
1317923,1317923,564608,564608,5,4.817514896392822,classical_active
1317923,1317923,1486445,1486445,6,4.818626403808594,classical_active
1317923,1317923,294601,294601,7,4.805500507354736,classical_active
1317923,1317923,3169329,3169329,8,4.802013397216797,classical_active
1317923,1317923,2567930,2567930,9,4.797584533691406,classical_active
1317923,1317923,902149,902149,10,4.801002025604248,classical_active
5734191,5734191,1693952,1693952,1,4.944840886174295,quantum_sparse
5734191,5734191,1476636,1476636,2,4.849749455309224,quantum_sparse
5734191,5734191,68680,68680,3,4.836067694290232,quantum_sparse
5734191,5734191,564608,564608,4,4.8340236458351535,quantum_sparse
5734191,5734191,4277437,4277437,5,4.8293304986957,quantum_sparse
5734191,5734191,1486445,1486445,6,4.832330772487812,quantum_sparse
5734191,5734191,294601,294601,7,4.820640704730691,quantum_sparse
5734191,5734191,3169329,3169329,8,4.814885700819964,quantum_sparse
5734191,5734191,2567930,2567930,9,4.8107529452211075,quantum_sparse
5734191,5734191,902149,902149,10,4.816027753674463,quantum_sparse
383362,383362,1693952,1693952,1,4.928929328918457,classical_active
383362,383362,1476636,1476636,2,4.8331074714660645,classical_active
383362,383362,68680,68680,3,4.820023536682129,classical_active
383362,383362,4277437,4277437,4,4.815774917602539,classical_active
383362,383362,564608,564608,5,4.817514896392822,classical_active
383362,383362,1486445,1486445,6,4.818626403808594,classical_active
383362,383362,294601,294601,7,4.805500507354736,classical_active
383362,383362,3169329,3169329,8,4.802013397216797,classical_active
383362,383362,2567930,2567930,9,4.797584533691406,classical_active
383362,383362,902149,902149,10,4.801002025604248,classical_active
3151048,3151048,1693952,1693952,1,4.944840886174295,quantum_sparse
3151048,3151048,1476636,1476636,2,4.849749455309224,quantum_sparse
3151048,3151048,68680,68680,3,4.836067694290232,quantum_sparse
3151048,3151048,564608,564608,4,4.8340236458351535,quantum_sparse
3151048,3151048,4277437,4277437,5,4.8293304986957,quantum_sparse
3151048,3151048,1486445,1486445,6,4.832330772487812,quantum_sparse
3151048,3151048,294601,294601,7,4.820640704730691,quantum_sparse
3151048,3151048,3169329,3169329,8,4.814885700819964,quantum_sparse
3151048,3151048,2567930,2567930,9,4.8107529452211075,quantum_sparse
3151048,3151048,902149,902149,10,4.816027753674463,quantum_sparse
2466640,2466640,1693952,1693952,1,4.944840886174295,quantum_sparse
2466640,2466640,1476636,1476636,2,4.849749455309224,quantum_sparse
2466640,2466640,68680,68680,3,4.836067694290232,quantum_sparse
2466640,2466640,564608,564608,4,4.8340236458351535,quantum_sparse
2466640,2466640,4277437,4277437,5,4.8293304986957,quantum_sparse
2466640,2466640,1486445,1486445,6,4.832330772487812,quantum_sparse
2466640,2466640,294601,294601,7,4.820640704730691,quantum_sparse
2466640,2466640,3169329,3169329,8,4.814885700819964,quantum_sparse
2466640,2466640,2567930,2567930,9,4.8107529452211075,quantum_sparse
2466640,2466640,902149,902149,10,4.816027753674463,quantum_sparse
5582829,5582829,1693952,1693952,1,4.944840886174295,quantum_sparse
5582829,5582829,1476636,1476636,2,4.849749455309224,quantum_sparse
5582829,5582829,68680,68680,3,4.836067694290232,quantum_sparse
5582829,5582829,564608,564608,4,4.8340236458351535,quantum_sparse
5582829,5582829,4277437,4277437,5,4.8293304986957,quantum_sparse
5582829,5582829,1486445,1486445,6,4.832330772487812,quantum_sparse
5582829,5582829,294601,294601,7,4.820640704730691,quantum_sparse
5582829,5582829,3169329,3169329,8,4.814885700819964,quantum_sparse
5582829,5582829,2567930,2567930,9,4.8107529452211075,quantum_sparse
5582829,5582829,902149,902149,10,4.816027753674463,quantum_sparse
2840699,2840699,1693952,1693952,1,4.944840886174295,quantum_sparse
2840699,2840699,1476636,1476636,2,4.849749455309224,quantum_sparse
2840699,2840699,68680,68680,3,4.836067694290232,quantum_sparse
2840699,2840699,564608,564608,4,4.8340236458351535,quantum_sparse
2840699,2840699,4277437,4277437,5,4.8293304986957,quantum_sparse
2840699,2840699,1486445,1486445,6,4.832330772487812,quantum_sparse
2840699,2840699,294601,294601,7,4.820640704730691,quantum_sparse
2840699,2840699,3169329,3169329,8,4.814885700819964,quantum_sparse
2840699,2840699,2567930,2567930,9,4.8107529452211075,quantum_sparse
2840699,2840699,902149,902149,10,4.816027753674463,quantum_sparse
8645305,8645305,1693952,1693952,1,4.944840886174295,quantum_sparse
8645305,8645305,1476636,1476636,2,4.849749455309224,quantum_sparse
8645305,8645305,68680,68680,3,4.836067694290232,quantum_sparse
8645305,8645305,564608,564608,4,4.8340236458351535,quantum_sparse
8645305,8645305,4277437,4277437,5,4.8293304986957,quantum_sparse
8645305,8645305,1486445,1486445,6,4.832330772487812,quantum_sparse
8645305,8645305,294601,294601,7,4.820640704730691,quantum_sparse
8645305,8645305,3169329,3169329,8,4.814885700819964,quantum_sparse
8645305,8645305,2567930,2567930,9,4.8107529452211075,quantum_sparse
8645305,8645305,902149,902149,10,4.816027753674463,quantum_sparse
9497872,9497872,1693952,1693952,1,4.928929328918457,classical_active
9497872,9497872,1476636,1476636,2,4.8331074714660645,classical_active
9497872,9497872,68680,68680,3,4.820023536682129,classical_active
9497872,9497872,4277437,4277437,4,4.815774917602539,classical_active
9497872,9497872,564608,564608,5,4.817514896392822,classical_active
9497872,9497872,1486445,1486445,6,4.818626403808594,classical_active
9497872,9497872,294601,294601,7,4.805500507354736,classical_active
9497872,9497872,3169329,3169329,8,4.802013397216797,classical_active
9497872,9497872,2567930,2567930,9,4.797584533691406,classical_active
9497872,9497872,902149,902149,10,4.801002025604248,classical_active
2847823,2847823,1693952,1693952,1,4.928929328918457,classical_active
2847823,2847823,1476636,1476636,2,4.8331074714660645,classical_active
2847823,2847823,68680,68680,3,4.820023536682129,classical_active
2847823,2847823,4277437,4277437,4,4.815774917602539,classical_active
2847823,2847823,564608,564608,5,4.817514896392822,classical_active
2847823,2847823,1486445,1486445,6,4.818626403808594,classical_active
2847823,2847823,294601,294601,7,4.805500507354736,classical_active
2847823,2847823,3169329,3169329,8,4.802013397216797,classical_active
2847823,2847823,2567930,2567930,9,4.797584533691406,classical_active
2847823,2847823,902149,902149,10,4.801002025604248,classical_active
7821288,7821288,1693952,1693952,1,4.944840886174295,quantum_sparse
7821288,7821288,1476636,1476636,2,4.849749455309224,quantum_sparse
7821288,7821288,68680,68680,3,4.836067694290232,quantum_sparse
7821288,7821288,564608,564608,4,4.8340236458351535,quantum_sparse
7821288,7821288,4277437,4277437,5,4.8293304986957,quantum_sparse
7821288,7821288,1486445,1486445,6,4.832330772487812,quantum_sparse
7821288,7821288,294601,294601,7,4.820640704730691,quantum_sparse
7821288,7821288,3169329,3169329,8,4.814885700819964,quantum_sparse
7821288,7821288,2567930,2567930,9,4.8107529452211075,quantum_sparse
7821288,7821288,902149,902149,10,4.816027753674463,quantum_sparse
7665727,7665727,1693952,1693952,1,4.928929328918457,classical_active
7665727,7665727,1476636,1476636,2,4.8331074714660645,classical_active
7665727,7665727,68680,68680,3,4.820023536682129,classical_active
7665727,7665727,4277437,4277437,4,4.815774917602539,classical_active
7665727,7665727,564608,564608,5,4.817514896392822,classical_active
7665727,7665727,1486445,1486445,6,4.818626403808594,classical_active
7665727,7665727,294601,294601,7,4.805500507354736,classical_active
7665727,7665727,3169329,3169329,8,4.802013397216797,classical_active
7665727,7665727,2567930,2567930,9,4.797584533691406,classical_active
7665727,7665727,902149,902149,10,4.801002025604248,classical_active
2713664,2713664,1693952,1693952,1,4.944840886174295,quantum_sparse
2713664,2713664,1476636,1476636,2,4.849749455309224,quantum_sparse
2713664,2713664,68680,68680,3,4.836067694290232,quantum_sparse
2713664,2713664,564608,564608,4,4.8340236458351535,quantum_sparse
2713664,2713664,4277437,4277437,5,4.8293304986957,quantum_sparse
2713664,2713664,1486445,1486445,6,4.832330772487812,quantum_sparse
2713664,2713664,294601,294601,7,4.820640704730691,quantum_sparse
2713664,2713664,3169329,3169329,8,4.814885700819964,quantum_sparse
